"","x3p_path","barrel","bullet","land","img_path","rescan","quality","quality_type","lighting","lighting_protocol","damaged","assess_rotation","extract_na","assess_percentile_na_proportion","assess_middle_na_proportion","assess_col_na","assess_bottomempty"
"31","LAPD//FAU 2/Bullet B/LAPD - 2 - Bullet B - Land 1 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p",2,"B",1,"LAPD-FAU002-BB-L1.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",0.319770387003281,14.6304729206933,0.013215149073328,0.0279267559860732,1.07831845666571,27.4585765515797
"32","LAPD//FAU 2/Bullet B/LAPD - 2 - Bullet B - Land 2 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p",2,"B",2,"LAPD-FAU002-BB-L2.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",0.354882293324213,15.1842948076277,0.00726022162781811,0.033202511746029,1.07318405243037,30.9442089185223
"33","LAPD//FAU 2/Bullet B/LAPD - 2 - Bullet B - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p",2,"B",3,"LAPD-FAU002-BB-L3.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",2.08362940302031,14.0732625570812,0.0105780128447299,0.035448097851608,1.02242031334414,33.0421642049184
"34","LAPD//FAU 2/Bullet B/LAPD - 2 - Bullet B - Land 4 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p",2,"B",4,"LAPD-FAU002-BB-L4.png",FALSE,"bad","speckles of missings","auto light left image + 20%",1,"#N/A",0.129927892885645,12.8244265028325,0.0112342376767291,0.0304072181939794,1.08410704533042,28.4340827275236
"35","LAPD//FAU 2/Bullet B/LAPD - 2 - Bullet B - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p",2,"B",5,"LAPD-FAU002-BB-L5.png",FALSE,"bad","feathering","auto light left image + 20%",1,"#N/A",1.41972065367902,13.3395243644998,0.0142198308993082,0.0314995226911347,1.16863499038726,27.8028578079078
"36","LAPD//FAU 2/Bullet B/LAPD - 2 - Bullet B - Land 6 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p",2,"B",6,"LAPD-FAU002-BB-L6.png",FALSE,"bad","feathering","auto light left image + 20%",1,"#N/A",1.49877234454658,13.0411679279443,0.0115785411038209,0.020390525094579,0.980960264900662,22.3665030997866
"37","LAPD//FAU 2/Bullet C/LAPD - 2 - Bullet C - Land 1 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p",2,"C",1,"LAPD-FAU002-BC-L1.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",1.47060146757988,11.3999278078868,0.00828500414250207,0.0100459749363688,0.780278353568256,16.5520826729955
"38","LAPD//FAU 2/Bullet C/LAPD - 2 - Bullet C - Land 2 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p",2,"C",2,"LAPD-FAU002-BC-L2.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",0.243762838516945,10.0246714737773,0.00257752718485703,0.0112506332113593,0.705238917674151,19.7036946995162
"39","LAPD//FAU 2/Bullet C/LAPD - 2 - Bullet C - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p",2,"C",3,"LAPD-FAU002-BC-L3.png",FALSE,"bad","lighting","auto light left image + 20%",1,"#N/A",1.48003591315159,14.6460129618285,0.0198924731182796,0.0537201783986596,1.20505078232226,34.9067253337927
"40","LAPD//FAU 2/Bullet C/LAPD - 2 - Bullet C - Land 4 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p",2,"C",4,"LAPD-FAU002-BC-L4.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",2.12113719044278,12.9303647682255,0.00294442399705558,0.0314300379246465,1.03552631578947,31.7982456140351
"41","LAPD//FAU 2/Bullet C/LAPD - 2 - Bullet C - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p",2,"C",5,"LAPD-FAU002-BC-L5.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",0.409461895240695,12.4877295878994,0.00184026499815974,0.0233500070116537,1.10921052631579,27.0394093738746
"42","LAPD//FAU 2/Bullet C/LAPD - 2 - Bullet C - Land 6 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p",2,"C",6,"LAPD-FAU002-BC-L6.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",2.89821817436521,15.5794638460121,0.017688679245283,0.0292084452795289,1.0901938746839,24.8275337372492
"43","LAPD//FAU 2/Bullet D/LAPD - 2 - Bullet D - Land 1 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p",2,"D",1,"LAPD-FAU002-BD-L1.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",1.64515599503618,15.4316386118691,0.0113406237343054,0.0441654518387161,0.974232773595831,31.8312851887763
"44","LAPD//FAU 2/Bullet D/LAPD - 2 - Bullet D - Land 2 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p",2,"D",2,"LAPD-FAU002-BD-L2.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",0.207846297008678,15.6377251375943,0.00648561005269558,0.0400925377830546,1.0225955967555,32.9201256386993
"45","LAPD//FAU 2/Bullet D/LAPD - 2 - Bullet D - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p",2,"D",3,"LAPD-FAU002-BD-L3.png",FALSE,"bad","feathering","auto light left image + 20%",1,"#N/A",0.998019362493756,15.1924956763666,0.0411253620190319,0.0639354753942723,1.28846153846154,32.0359541203214
"46","LAPD//FAU 2/Bullet D/LAPD - 2 - Bullet D - Land 4 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p",2,"D",4,"LAPD-FAU002-BD-L4.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",3.18222920175843,11.9703193186781,0.00882917466410749,0.0340204545901308,0.972832052689352,30.1469065500084
"47","LAPD//FAU 2/Bullet D/LAPD - 2 - Bullet D - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p",2,"D",5,"LAPD-FAU002-BD-L5.png",FALSE,"bad","feathering","auto light left image + 20%",1,"#N/A",0.209119749948679,16.6298427441197,0.0284663479220302,0.0482393564479322,1.34726603575184,33.9254198646689
"48","LAPD//FAU 2/Bullet D/LAPD - 2 - Bullet D - Land 6 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p",2,"D",6,"LAPD-FAU002-BD-L6.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",1.28311012488466,15.2903642461958,0.00209140201394268,0.0242108495748233,0.905065042900637,28.8006354808137
"49","LAPD//FAU 3/Bullet A/LAPD - 3 - Bullet A - Land 1 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p",3,"A",1,"LAPD-FAU003-BA-L1.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",2.63458304922034,13.2079071299692,0.00213078618662748,0.0156584012088651,0.914105594956659,24.140204762488
"50","LAPD//FAU 3/Bullet A/LAPD - 3 - Bullet A - Land 2 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p",3,"A",2,"LAPD-FAU003-BA-L2.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",0.0758465244423282,14.7263264740395,0.00298284862043251,0.0241094263554586,1.14872068230277,27.1835470740141
"51","LAPD//FAU 3/Bullet A/LAPD - 3 - Bullet A - Land 3 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p",3,"A",3,"LAPD-FAU003-BA-L3.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",0.301488528371442,12.8472800266363,0.00496372661321115,0.0362481116146805,0.805131004366812,30.8474144885963
"52","LAPD//FAU 3/Bullet A/LAPD - 3 - Bullet A - Land 4 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p",3,"A",4,"LAPD-FAU003-BA-L4.png",FALSE,"bad","tiny hole","auto light left image + 20%",1,"#N/A",0.476774135812946,12.9262853236358,0.0274494556765164,0.0558791033469289,0.746040566824118,35.5126070916299
"53","LAPD//FAU 3/Bullet A/LAPD - 3 - Bullet A - Land 5 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p",3,"A",5,"LAPD-FAU003-BA-L5.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",0.054956679085096,9.60974722616353,0.00436334787782626,0.0116910602792368,0.74872376630743,18.542606826873
"54","LAPD//FAU 3/Bullet A/LAPD - 3 - Bullet A - Land 6 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p",3,"A",6,"LAPD-FAU003-BA-L6.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",0.73117782644293,14.6564090845616,0.0364714603409933,0.0417370810345113,0.96342433077127,27.195598504474
"55","LAPD//FAU 3/Bullet B/LAPD - 3 - Bullet B - Land 1 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p",3,"B",1,"LAPD-FAU003-BB-L1.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",0.124751704972477,15.413316806667,0.0243793997776954,0.0388149856512358,1.15201271186441,29.9149746508276
"56","LAPD//FAU 3/Bullet B/LAPD - 3 - Bullet B - Land 2 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p",3,"B",2,"LAPD-FAU003-BB-L2.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",0.0883463633612536,11.03635011751,0.0110904354298474,0.0212946955923023,0.867021276595745,24.9854412345833
"57","LAPD//FAU 3/Bullet B/LAPD - 3 - Bullet B - Land 3 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p",3,"B",3,"LAPD-FAU003-BB-L3.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",0.699777810331921,11.9144410336672,0.00153964588144727,0.0103739361259936,0.873452544704264,22.9213643288276
"58","LAPD//FAU 3/Bullet B/LAPD - 3 - Bullet B - Land 4 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p",3,"B",4,"LAPD-FAU003-BB-L4.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",2.09591637888334,11.5977274382211,0.00671140939597315,0.012735294323085,0.739277652370203,22.4109036185786
"59","LAPD//FAU 3/Bullet B/LAPD - 3 - Bullet B - Land 5 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p",3,"B",5,"LAPD-FAU003-BB-L5.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",2.6863102144658,12.0487091386726,0.00613967766692249,0.00878265917498699,0.867836578009323,21.2677649059297
"60","LAPD//FAU 3/Bullet B/LAPD - 3 - Bullet B - Land 6 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p",3,"B",6,"LAPD-FAU003-BB-L6.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",0.119105140870091,12.2582038297309,0.00443131462333826,0.0103770108874233,1.08603853259435,22.9032851437265
"61","LAPD//FAU 3/Bullet C/LAPD - 3 - Bullet C - Land 1 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p",3,"C",1,"LAPD-FAU003-BC-L1.png",FALSE,"bad","hole","auto light left image + 20%",1,"#N/A",1.48411531481471,13.4007461825885,0.0288346015218262,0.0200501028798527,0.939289805269187,19.2503966614376
"62","LAPD//FAU 3/Bullet C/LAPD - 3 - Bullet C - Land 2 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p",3,"C",2,"LAPD-FAU003-BC-L2.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",1.43762474680768,11.4178565110535,0.00409448818897638,0.00682135343219969,0.827469743878413,20.4299149397794
"63","LAPD//FAU 3/Bullet C/LAPD - 3 - Bullet C - Land 3 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p",3,"C",3,"LAPD-FAU003-BC-L3.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",0.866096597525037,12.8738977228709,0.00161883738042679,0.0140763833374092,0.992637391533,25.3543981458277
"64","LAPD//FAU 3/Bullet C/LAPD - 3 - Bullet C - Land 4 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p",3,"C",4,"LAPD-FAU003-BC-L4.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",1.82681045751418,10.274405767428,0.00220426157237326,0.0364345730493951,0.946939847649067,31.8169364916867
"65","LAPD//FAU 3/Bullet C/LAPD - 3 - Bullet C - Land 5 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p",3,"C",5,"LAPD-FAU003-BC-L5.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",0.814672035362324,18.0707658706591,0.0282145481263777,0.0393544693190283,1.18203309692671,34.0378543306935
"66","LAPD//FAU 3/Bullet C/LAPD - 3 - Bullet C - Land 6 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p",3,"C",6,"LAPD-FAU003-BC-L6.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",0.950753307581019,13.3641305266647,0.00396510705789056,0.005984339053728,0.827899064360646,19.5696042344478
"67","LAPD//FAU 3/Bullet D/LAPD - 3 - Bullet D - Land 1 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p",3,"D",1,"LAPD-FAU003-BD-L1.png",FALSE,"bad","hole","auto light left image + 20%",1,"#N/A",2.12236658639687,12.4672790247387,0.01067675493905,0.0257294090151584,0.661057692307692,22.8891152530265
"68","LAPD//FAU 3/Bullet D/LAPD - 3 - Bullet D - Land 2 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p",3,"D",2,"LAPD-FAU003-BD-L2.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",2.75907500307306,13.3579814365459,0.0134099616858238,0.0241111372733694,0.921665297178855,24.6711288140503
"69","LAPD//FAU 3/Bullet D/LAPD - 3 - Bullet D - Land 3 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p",3,"D",3,"LAPD-FAU003-BD-L3.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",1.91481956198528,10.010011397947,0.0111682586333578,0.0274060499347752,0.820856317310218,26.9374391619492
"70","LAPD//FAU 3/Bullet D/LAPD - 3 - Bullet D - Land 4 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p",3,"D",4,"LAPD-FAU003-BD-L4.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",1.54125640001803,14.5698976233665,0.0316255068190195,0.0555246185744719,1.17623814541623,34.8038321966736
"71","LAPD//FAU 3/Bullet D/LAPD - 3 - Bullet D - Land 5 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p",3,"D",5,"LAPD-FAU003-BD-L5.png",FALSE,"good","","auto light left image + 20%",1,"#N/A",0.878668740084571,10.7640727016058,0.00718252499074417,0.0173773922877866,0.931709899417681,24.8863228849226
